age,income,education,work,car,default
29,120,1,1,0,0
30,25,0,0,0,0
40,50,1,0,1,0
40,40,0,0,0,1
47,38,0,0,1,0
63,11,0,0,0,0
22,30,0,1,0,0
40,18,1,0,0,1
45,70,1,0,0,0
55,7,0,0,0,0
47,35,0,0,0,0
51,15,0,0,0,0
24,40,0,1,0,0
32,45,0,0,0,1
44,16,0,0,0,0
56,37,0,0,0,0
60,130,1,0,1,0
29,35,0,0,0,0
51,36,1,0,1,0
35,10,0,0,0,0
51,15,0,0,0,0
31,12,0,0,0,0
27,30,0,1,0,1
28,20,0,0,1,1
62,50,1,0,0,0
60,25,0,0,0,0
26,22,0,0,0,0
45,40,0,0,0,0
31,39,1,1,0,0
26,80,1,1,1,0
39,50,0,0,1,0
36,150,0,0,0,0
26,32,0,0,1,0
49,75,1,0,0,0
56,60,1,0,1,0
40,90,1,0,0,0
55,23,0,1,1,0
34,37,1,1,0,1
37,37,1,0,0,0
28,30,0,0,0,1
29,55,0,0,1,0
56,8,0,0,1,0
24,40,0,0,0,0
22,15,0,0,0,0
21,50,0,0,0,0
36,13,0,0,0,0
29,45,0,0,1,0
21,25,0,0,0,0
32,25,0,0,0,0
42,10,1,0,1,0
53,15,0,0,0,0
46,80,0,0,1,0
25,29,1,1,0,0
30,21,0,0,1,1
33,60,1,1,1,0
49,120,0,0,1,0
51,65,1,0,1,0
25,74,1,0,0,0
40,45,1,0,1,0
28,24,1,1,0,0
33,20,1,0,1,0
50,25,1,1,0,0
26,45,1,1,0,0
23,35,0,0,0,0
34,85,1,1,0,0
49,45,1,0,0,0
50,40,0,0,0,1
27,25,0,0,0,0
46,35,1,1,0,0
59,70,0,0,0,0
27,90,1,1,1,0
47,20,0,0,0,0
43,20,0,1,0,0
57,30,1,0,0,0
52,45,0,0,0,0
38,25,1,0,0,0
47,50,0,0,0,0
48,80,1,0,1,0
34,20,0,0,0,0
31,35,1,0,0,1
27,45,1,0,0,0
50,40,1,0,1,0
22,11,0,0,0,1
48,50,0,0,1,0
22,17,0,1,0,0
38,30,0,0,0,0
40,25,1,1,0,0
27,10,0,1,0,0
28,11,0,0,0,1
55,25,1,0,0,0
27,35,0,0,0,0
24,70,1,0,0,1
23,35,0,0,0,0
61,60,1,0,1,1
52,31,1,1,0,0
43,45,0,0,0,0
30,80,1,1,1,0
22,20,0,0,0,0
45,30,0,0,1,0
27,20,1,0,0,0
53,22,0,0,0,1
32,60,1,0,1,0
23,40,0,0,1,0
41,34,0,0,1,1
35,25,1,0,0,0
55,24,0,0,0,0
23,12,0,0,0,0
31,40,1,0,0,0
22,30,1,0,1,1
41,33,0,0,0,0
53,70,0,0,0,0
50,25,1,0,0,0
28,30,0,0,0,1
27,20,0,0,0,0
55,35,0,0,0,0
32,33,1,0,0,0
51,13,0,1,0,0
31,26,1,0,1,0
23,25,0,0,1,0
39,120,1,0,1,0
66,6,1,0,0,0
28,68,1,0,1,0
50,25,0,0,0,0
40,25,0,0,0,1
40,20,0,0,0,0
54,17,0,0,0,0
39,40,1,0,1,0
42,30,0,0,0,0
63,10,0,0,0,0
25,35,0,0,1,0
50,13,0,1,0,0
32,45,0,0,1,0
44,35,0,1,0,1
58,40,0,0,1,0
55,38,1,0,0,1
47,24,1,0,0,1
28,35,0,1,0,0
33,60,1,0,0,0
42,72,1,1,1,0
49,23,0,0,0,0
24,20,0,0,0,0
34,60,0,0,0,1
51,20,0,0,0,0
52,15,0,0,0,0
46,24,0,0,0,0
40,30,0,0,0,0
24,30,0,1,0,1
29,15,0,0,0,0
46,36,1,0,0,0
55,70,0,0,1,0
46,28,0,0,0,0
44,50,0,0,1,0
31,20,0,0,0,0
28,45,0,0,1,0
32,15,1,0,0,0
37,40,0,0,1,0
36,50,0,0,0,1
52,45,0,0,1,0
46,25,0,0,1,0
42,50,0,1,1,0
34,35,0,0,0,1
46,30,0,0,0,0
54,15,1,0,0,0
53,50,0,0,0,0
43,35,0,0,0,0
26,37,0,0,1,0
47,12,0,0,0,0
47,35,0,0,1,1
32,30,1,0,1,0
54,25,0,0,0,0
59,20,0,0,0,0
25,50,1,1,0,0
35,20,0,0,0,0
58,40,1,1,0,0
29,65,1,1,0,0
26,30,0,0,1,0
27,40,0,0,0,1
38,15,0,0,0,1
27,30,0,0,1,0
28,18,0,0,0,0
50,50,1,0,1,0
24,45,1,0,0,0
33,45,0,0,0,0
33,17,0,1,1,1
32,35,0,0,0,0
26,20,0,1,0,1
37,80,1,0,1,0
50,40,0,0,0,0
29,40,1,0,0,0
37,25,0,1,0,0
51,26,0,0,0,0
37,150,1,1,1,0
51,35,0,1,0,0
51,25,0,0,0,0
25,40,1,0,0,1
51,42,1,0,0,0
51,20,0,1,0,0
41,40,0,1,0,0
52,23,0,0,0,0
46,9,0,0,0,0
47,30,0,0,0,0
21,20,0,0,0,0
52,38,1,0,0,0
35,40,1,0,0,1
28,35,0,0,0,0
37,50,0,0,1,0
21,20,0,0,0,1
30,15,0,1,0,0
32,30,0,0,0,1
61,10,0,0,1,0
45,35,1,0,0,1
21,11,0,0,0,1
41,17,0,0,0,0
35,100,1,1,0,0
53,30,1,0,0,0
43,35,0,1,0,1
31,40,1,0,0,0
41,18,0,0,0,0
36,25,0,0,1,0
63,24,0,0,0,0
56,30,0,0,1,0
22,35,1,0,0,1
37,65,0,0,1,0
65,10,0,0,0,1
51,92,1,0,1,0
37,25,0,0,0,0
32,43,1,0,0,0
26,30,0,0,0,0
28,40,1,0,0,0
35,40,1,0,0,0
31,40,1,0,0,0
51,28,0,0,1,0
41,40,1,1,0,0
27,17,1,0,0,0
31,35,0,0,1,0
31,23,1,0,0,0
37,12,0,0,0,0
33,35,0,1,0,0
39,75,0,0,1,0
44,40,0,1,0,0
25,15,1,0,0,0
30,30,1,1,0,0
59,10,0,0,0,0
31,8,0,0,0,0
29,10,0,0,0,0
51,30,0,0,1,0
64,10,0,0,1,0
23,80,1,1,1,0
28,25,0,0,0,0
47,40,1,1,0,0
32,20,0,0,0,0
27,20,0,0,0,0
50,30,0,0,0,0
28,30,0,0,0,1
59,35,0,0,0,0
38,35,0,0,0,0
36,22,0,1,0,0
38,25,0,0,1,0
32,38,0,0,0,1
37,18,0,0,0,1
28,40,0,0,0,0
49,18,0,0,0,0
34,25,1,1,0,0
25,22,0,0,0,0
57,22,0,0,0,1
38,40,0,1,0,0
63,40,0,0,0,0
40,20,0,0,1,0
32,40,1,0,1,0
62,5,1,0,0,0
50,50,1,0,0,0
41,35,0,0,0,1
24,25,0,0,1,0
26,25,0,0,0,0
22,25,0,0,0,0
28,28,0,0,0,0
26,21,0,0,0,0
34,120,1,0,0,0
45,15,0,0,0,0
52,9,0,0,0,1
46,45,1,0,1,0
26,30,1,0,1,0
49,37,1,0,0,0
50,35,0,0,0,0
26,21,1,1,0,0
50,20,0,0,1,0
52,20,0,0,0,0
41,70,1,0,0,0
31,200,1,0,1,0
30,35,1,0,0,1
47,35,1,0,0,0
31,18,0,0,0,0
35,10,0,1,0,0
58,20,0,0,0,0
56,56,0,0,0,0
53,15,0,0,0,1
23,25,0,0,0,1
64,15,0,0,0,0
63,25,0,0,0,0
59,23,0,0,0,0
42,35,0,0,0,0
43,80,0,0,1,0
27,26,0,0,0,1
53,25,0,0,0,0
25,27,1,1,0,1
36,40,1,1,1,0
31,45,0,1,0,0
26,39,0,0,0,0
31,30,0,0,1,0
46,18,0,0,0,0
30,100,1,0,0,0
50,40,0,0,0,0
52,14,0,0,0,0
32,20,1,1,0,0
26,45,1,1,0,0
32,37,1,1,1,0
33,35,1,0,1,0
26,20,0,0,1,0
52,27,0,0,0,1
30,20,0,0,1,0
52,10,0,0,0,1
31,325,1,0,0,0
31,30,0,0,0,0
33,125,1,1,0,0
39,30,0,0,0,0
64,8,0,0,0,1
64,38,0,0,0,0
62,21,0,0,0,0
44,50,1,0,0,0
64,6,0,0,1,0
38,30,0,0,1,0
38,45,0,0,0,0
44,40,0,0,0,0
25,30,0,0,0,0
34,30,0,1,1,0
33,60,1,1,0,0
62,15,0,0,0,0
29,16,1,0,0,0
65,20,0,0,0,0
26,40,0,0,1,0
68,50,1,0,0,0
49,20,1,0,1,0
48,18,0,0,0,0
24,10,0,0,0,0
24,50,1,1,0,0
25,25,0,0,0,0
61,17,0,0,0,0
40,24,0,0,0,0
41,50,1,1,1,0
50,40,0,0,0,0
29,28,0,0,0,0
26,37,0,0,1,0
28,22,1,0,0,1
44,25,1,0,0,0
36,40,0,0,0,0
60,13,1,0,0,0
52,9,0,0,0,0
57,40,1,0,1,0
28,20,0,0,0,0
36,50,1,0,1,0
22,60,0,0,1,0
41,34,0,0,0,0
56,28,0,0,0,0
56,25,0,0,0,0
21,22,0,0,0,0
30,27,1,0,0,0
32,30,1,0,1,0
42,25,0,0,1,0
24,25,0,0,0,0
21,28,0,0,1,0
25,24,0,0,0,0
30,20,0,1,0,0
30,21,1,0,0,0
21,25,0,0,0,0
29,22,0,0,0,0
34,45,1,0,1,0
48,35,0,0,1,0
55,45,1,0,0,0
33,100,1,1,1,0
37,35,0,0,0,0
50,25,0,0,1,0
45,75,1,0,1,0
54,11,0,0,0,0
28,28,0,0,0,0
43,20,0,1,0,0
45,30,0,0,0,1
46,17,0,0,0,0
51,60,1,0,1,0
49,43,0,0,0,0
47,35,1,1,1,0
35,100,0,0,1,0
40,40,0,0,0,0
59,12,0,0,0,0
23,15,0,0,0,0
35,23,0,1,0,0
46,20,0,0,1,0
50,10,0,0,0,0
42,45,0,0,0,1
40,20,1,1,0,0
39,45,0,0,0,0
51,28,0,0,1,1
46,12,0,0,1,0
21,17,1,0,0,0
47,30,0,0,0,0
60,14,0,0,0,0
35,30,0,0,0,0
46,30,1,0,0,0
51,40,0,0,0,0
42,50,0,0,0,0
35,14,0,1,0,0
28,35,0,0,0,0
41,180,1,0,1,0
25,10,0,1,0,1
37,50,0,0,0,0
33,26,1,0,0,0
50,17,0,0,0,0
39,15,0,1,0,0
39,35,0,0,0,0
64,16,0,0,0,0
33,60,1,0,0,0
67,22,0,0,1,0
60,7,0,0,0,0
33,35,0,0,1,0
37,27,1,1,0,0
27,60,1,1,1,0
24,28,1,1,0,0
28,50,0,0,0,0
23,30,0,0,1,0
25,22,1,1,0,0
40,55,1,0,1,0
48,8,0,1,0,0
50,25,0,0,0,0
34,35,0,0,0,0
47,47,0,0,0,1
39,40,0,0,1,0
27,50,0,0,0,0
34,54,0,0,1,0
36,18,0,0,0,0
26,90,1,0,1,0
57,20,0,0,0,0
48,35,0,0,1,0
32,25,1,1,0,0
39,15,0,0,0,0
45,25,0,0,1,0
27,300,0,0,1,0
36,12,0,0,0,0
42,15,0,0,0,0
59,18,0,0,0,1
38,25,0,0,0,0
59,7,1,0,0,0
52,35,0,0,1,0
26,37,0,0,1,0
29,45,0,0,0,1
37,60,0,0,0,0
22,40,1,1,0,0
33,180,1,0,0,0
59,24,0,0,1,0
39,31,1,0,0,0
43,50,1,0,1,0
46,21,0,0,0,0
33,40,0,0,0,0
44,40,1,0,0,0
49,20,0,0,0,1
52,20,0,0,0,0
50,60,0,0,0,0
63,8,0,0,0,1
49,25,0,0,0,0
51,30,0,1,0,0
41,50,1,1,1,0
42,50,1,0,1,0
55,17,0,0,1,0
39,26,0,0,0,1
35,40,0,0,1,0
36,18,0,0,0,0
30,25,0,1,0,0
33,70,0,0,0,0
34,60,0,0,1,0
40,25,0,0,0,0
23,70,1,1,1,0
26,20,1,0,0,0
43,18,0,0,0,0
30,35,0,0,0,0
27,10,0,1,0,0
41,80,0,0,1,0
41,30,0,0,1,0
56,13,0,1,0,0
29,30,1,0,0,0
27,20,1,0,0,0
58,11,0,0,0,0
54,15,0,0,0,0
29,60,0,0,1,0
53,30,0,0,0,1
47,30,0,0,0,1
21,54,0,0,0,1
50,35,0,0,0,0
30,40,1,0,1,0
63,65,0,0,0,0
28,15,0,1,0,1
35,25,0,0,0,0
25,20,0,0,1,0
28,35,0,0,0,0
31,170,1,0,1,0
47,30,1,0,0,0
32,70,1,1,1,0
43,40,1,1,0,0
28,12,0,0,0,0
64,15,0,0,0,0
31,45,0,0,0,0
23,15,0,0,0,0
58,28,0,0,1,0
49,21,0,0,0,0
43,30,0,0,0,0
35,30,0,0,1,0
61,25,1,1,0,0
26,13,1,1,0,0
65,50,1,0,0,0
24,21,1,0,0,0
44,40,0,1,0,0
42,70,1,0,1,0
28,8,0,0,0,0
59,22,1,0,1,1
26,30,0,0,0,0
36,50,0,1,1,0
26,35,1,1,1,0
56,42,0,0,0,0
45,45,1,1,0,0
50,25,0,0,0,1
59,30,1,0,1,0
40,65,1,1,1,0
29,47,0,0,0,0
22,25,0,0,0,1
34,18,0,0,0,0
40,35,0,1,0,0
41,15,1,0,0,1
24,46,0,0,0,0
41,27,0,0,0,0
36,35,0,0,0,0
22,35,0,0,0,0
28,55,1,0,1,0
37,12,0,0,1,1
31,18,0,0,0,0
67,20,0,0,0,1
44,25,0,0,0,0
46,115,0,0,0,0
32,30,1,0,0,0
26,33,1,1,0,0
36,50,1,0,0,0
43,120,1,0,1,0
35,85,0,0,1,0
45,25,1,0,0,0
26,87,1,1,0,0
32,90,1,1,1,0
31,30,1,0,0,0
31,25,1,0,0,0
28,45,1,0,1,0
34,35,0,0,0,0
23,26,0,0,0,0
55,24,1,0,0,0
41,50,1,0,1,0
43,50,0,0,0,0
57,8,0,0,0,1
51,25,0,0,0,0
61,50,1,1,0,0
40,14,0,1,1,0
50,25,0,0,0,0
23,25,0,0,0,0
40,35,0,0,0,0
28,30,1,0,0,0
38,7,0,0,0,0
53,18,1,1,0,0
31,35,1,0,1,0
27,40,1,1,0,0
47,33,1,0,0,0
55,15,0,1,0,1
28,700,1,0,1,0
33,28,0,0,1,1
33,18,0,1,0,0
43,35,0,0,0,1
30,12,0,0,0,0
38,47,1,0,1,0
53,40,0,0,1,0
40,10,0,0,0,0
59,27,1,0,0,0
25,25,1,1,1,0
47,50,0,0,0,0
57,40,0,0,0,0
56,30,0,0,1,0
32,55,1,0,0,0
27,50,0,0,0,0
33,130,0,0,1,0
37,22,0,0,0,0
46,34,0,0,0,0
63,40,0,0,1,0
29,30,0,0,1,0
26,11,0,0,0,0
28,44,1,1,1,1
33,25,0,0,1,0
51,25,0,0,1,1
37,11,0,0,0,0
42,18,0,0,0,0
38,10,0,1,0,0
22,25,0,0,0,0
50,65,1,1,0,1
34,30,0,0,0,1
58,55,0,0,0,0
23,53,1,1,0,0
44,75,1,0,1,0
40,15,0,0,0,0
39,115,1,0,0,0
55,18,0,0,0,0
37,16,1,1,0,0
24,35,1,0,1,0
48,25,0,0,0,0
27,90,1,0,1,0
25,20,0,0,0,0
38,20,1,1,0,0
64,40,0,0,0,0
67,6,0,0,0,1
29,35,0,0,1,0
25,35,0,0,0,0
24,27,0,0,0,1
40,23,1,0,0,0
54,26,1,1,0,0
33,25,1,1,1,0
30,23,0,0,0,0
30,60,0,0,1,0
55,10,0,0,0,0
48,32,0,1,0,1
33,160,1,0,0,1
61,45,0,0,0,1
65,9,0,0,0,0
49,100,1,0,0,0
25,25,0,1,0,0
28,26,0,0,0,0
43,14,1,0,0,0
46,5,1,1,0,0
47,48,0,1,0,0
39,24,0,0,0,0
30,58,1,0,1,0
31,11,0,0,0,1
30,25,1,0,1,0
34,19,0,0,0,0
31,70,0,0,0,0
33,35,0,0,0,0
35,80,1,0,0,0
62,8,0,0,0,0
37,15,0,0,0,0
25,20,0,1,0,1
21,21,0,0,1,0
35,40,1,1,0,0
31,25,0,0,0,0
23,40,0,0,0,0
25,50,0,0,0,0
36,20,0,0,1,0
43,20,0,0,1,0
42,75,0,0,1,0
60,15,0,1,1,0
53,32,1,1,1,0
28,22,0,0,1,0
30,30,1,1,1,0
31,15,0,0,0,0
34,45,0,0,0,0
27,65,0,0,0,0
28,50,1,0,0,0
43,50,1,0,0,0
25,50,1,1,1,0
49,35,0,0,0,0
57,22,0,0,0,1
41,36,0,0,1,0
41,20,1,1,0,0
25,25,0,0,0,1
42,20,1,0,0,0
32,75,1,0,1,0
29,8,0,0,0,0
39,8,0,1,0,0
57,50,0,0,1,0
65,21,0,0,0,0
38,25,1,1,0,0
48,50,0,0,1,0
60,38,0,0,0,0
52,20,0,0,1,0
60,18,0,0,0,0
56,8,0,0,0,0
67,14,0,0,0,0
40,14,1,0,0,0
43,25,1,0,1,0
36,22,0,0,0,0
34,110,1,1,1,0
31,14,0,0,0,0
27,15,0,0,1,0
57,18,0,0,0,0
35,28,1,1,0,0
23,10,0,0,0,0
32,17,1,1,0,0
48,22,0,0,0,0
41,7,0,1,0,0
52,35,1,1,0,0
35,20,0,0,0,0
27,80,1,0,1,0
47,28,1,0,1,0
54,35,0,0,0,0
23,78,0,1,0,0
33,13,1,1,1,0
60,25,0,0,0,0
31,25,0,0,0,0
26,60,0,0,1,0
47,60,0,0,1,0
52,10,0,1,0,0
38,12,0,0,0,0
36,12,0,0,0,0
59,30,1,1,0,0
51,25,0,0,1,0
36,25,0,0,0,1
27,50,1,0,0,0
37,45,1,0,1,0
29,60,1,1,0,0
29,50,1,0,0,0
25,15,0,1,0,0
36,35,0,0,0,0
28,18,0,0,0,0
29,45,1,0,0,1
31,25,0,0,0,0
57,40,0,0,0,0
34,70,1,0,0,0
58,5,0,0,0,0
40,20,0,0,0,1
37,50,0,1,0,0
40,27,1,0,1,0
44,75,0,0,0,0
29,54,0,0,1,0
48,30,0,0,1,0
26,30,0,0,0,0
39,40,0,0,0,0
27,25,0,0,0,0
36,29,0,1,0,0
22,20,1,0,0,0
24,100,1,0,0,0
65,35,0,0,0,0
43,35,1,1,1,0
37,33,1,0,0,0
31,30,0,0,0,0
56,9,0,0,0,0
61,30,1,0,1,0
36,100,1,1,1,0
45,30,1,0,0,0
52,100,0,0,1,0
66,10,0,0,0,0
32,30,0,0,0,0
38,58,0,0,0,0
25,27,0,0,0,0
60,9,0,0,0,0
42,9,0,1,0,0
23,50,0,1,0,0
43,25,0,0,0,0
47,30,0,0,0,0
35,10,0,0,0,0
45,25,0,0,0,1
27,30,1,0,1,0
47,35,0,1,0,0
33,45,1,0,0,0
51,60,1,0,0,0
51,50,0,0,0,0
41,40,0,1,0,0
26,23,0,1,1,0
28,20,1,0,0,0
29,11,0,0,0,0
26,40,0,1,0,1
39,28,0,0,0,0
24,20,0,0,0,0
39,14,0,0,0,0
53,60,0,0,1,0
46,70,1,0,0,0
25,20,0,0,0,0
32,50,0,0,0,0
25,18,0,1,0,0
23,30,1,0,0,0
51,45,1,0,1,0
23,25,0,0,0,0
30,100,0,0,1,1
46,60,0,0,0,0
24,34,0,0,1,0
34,25,1,0,1,0
27,32,1,1,0,1
28,100,1,1,0,0
45,220,0,0,1,0
30,20,0,1,1,1
37,40,0,0,1,0
45,39,1,1,0,0
56,100,1,0,1,0
44,37,0,0,0,0
55,18,0,0,0,0
29,60,1,0,0,0
31,20,1,0,0,0
37,20,0,0,0,0
59,24,0,0,0,0
53,15,0,1,1,0
69,15,0,0,0,0
27,20,0,0,0,0
66,25,1,0,0,0
42,18,0,0,1,0
36,60,0,1,1,0
30,23,1,1,0,0
58,10,0,0,0,0
34,30,0,0,0,0
39,15,0,0,0,0
38,11,0,0,0,1
38,40,1,1,0,0
52,25,1,0,1,0
45,5,0,0,0,0
27,10,0,0,0,0
33,20,0,0,0,0
39,35,0,0,1,1
45,80,0,0,0,0
29,27,0,0,0,1
29,30,1,0,1,0
39,50,0,0,1,0
48,6,0,0,0,0
44,25,0,0,0,0
42,20,0,0,1,0
25,29,1,0,0,0
33,30,1,1,0,0
26,18,1,0,0,0
54,12,0,1,0,0
51,30,0,0,0,1
48,15,0,0,0,0
37,40,1,0,0,0
55,7,0,0,0,0
65,15,0,0,0,0
44,10,0,0,0,0
35,40,0,0,1,0
48,53,0,0,1,0
27,40,1,0,0,0
26,30,1,0,0,0
51,20,0,0,0,0
66,25,1,0,0,0
46,70,0,0,0,1
21,30,0,1,0,0
49,42,0,0,0,0
24,30,1,0,1,0
62,40,0,1,0,0
34,85,0,0,1,0
45,35,0,0,0,0
34,12,1,0,1,0
60,50,1,0,0,0
36,23,0,0,0,0
47,19,0,0,0,1
31,30,1,1,0,0
25,40,0,0,0,0
25,15,0,0,0,0
48,15,0,0,1,1
26,75,1,0,0,0
41,28,1,0,0,0
38,70,1,0,0,0
32,40,1,0,0,0
68,20,1,0,0,0
47,25,0,0,0,0
46,12,0,0,0,0
65,25,1,0,0,0
39,35,0,0,0,0
50,15,1,1,0,0
34,15,1,1,0,0
30,35,1,0,1,0
28,30,0,0,0,0
48,15,0,0,0,0
45,90,1,0,1,0
38,15,0,0,0,0
34,15,0,1,0,0
37,30,1,0,0,1
34,38,0,0,0,0
36,35,0,1,1,0
35,66,1,0,0,0
25,45,1,1,1,0
35,33,0,0,0,1
57,16,0,0,0,0
48,35,0,0,0,0
67,10,0,0,0,0
36,18,0,1,0,0
22,15,1,0,0,0
33,51,1,0,1,0
51,95,1,1,1,0
37,25,0,0,0,1
55,9,0,0,0,0
33,50,0,1,0,0
38,80,1,1,0,0
54,25,0,0,0,0
62,25,0,0,1,0
61,22,1,0,0,0
24,31,0,0,0,1
46,12,0,1,0,0
35,27,0,0,0,0
37,23,0,0,0,0
50,25,0,0,0,0
32,23,0,0,0,0
31,30,0,0,1,1
41,35,0,0,0,0
38,10,0,1,1,0
63,6,0,0,0,0
39,70,1,1,1,1
65,20,0,0,0,0
54,12,1,0,0,0
26,30,0,0,0,0
55,16,0,0,0,0
58,6,0,0,0,0
24,19,0,0,0,0
22,35,0,0,0,0
33,12,1,0,0,0
52,15,0,0,0,0
31,20,0,0,0,0
28,20,0,0,0,0
61,10,0,0,0,0
58,7,0,0,0,0
37,18,0,0,0,0
50,35,0,0,0,0
25,35,0,1,0,0
53,20,1,1,0,0
46,30,1,0,1,0
29,30,0,0,0,1
35,15,0,0,0,0
32,50,0,0,0,0
39,50,0,1,0,0
51,20,0,0,0,0
54,30,0,0,0,0
36,15,0,0,0,0
32,50,1,0,1,0
29,23,0,0,0,0
47,50,0,0,0,1
49,16,0,0,0,0
53,28,0,0,0,0
65,14,0,0,0,1
35,25,0,0,0,1
41,40,1,0,0,0
45,70,0,0,1,0
65,30,1,0,0,0
60,28,0,1,0,0
32,20,0,0,0,0
50,22,0,0,0,0
36,15,0,0,0,0
31,50,0,0,0,0
30,40,1,1,0,0
31,113,1,1,1,0
29,30,1,1,0,0
41,13,0,0,0,0
28,20,1,1,0,0
48,100,0,0,1,0
37,60,1,0,0,0
32,15,0,0,0,1
24,20,0,0,0,0
68,11,0,0,0,1
50,30,0,0,0,0
42,52,0,1,0,0
56,15,0,0,0,0
25,30,0,1,0,0
36,33,0,0,0,0
25,34,0,0,1,0
21,42,0,1,0,0
31,9,0,0,0,1
36,30,0,0,0,0
59,15,0,0,0,0
33,150,1,0,0,0
29,18,0,0,0,0
51,60,0,0,1,0
38,13,0,0,0,0
37,32,0,1,0,0
28,30,0,0,1,1
40,14,0,0,0,1
40,15,0,0,1,1
30,25,1,0,0,0
32,40,0,0,1,0
30,50,1,1,0,0
35,85,1,0,0,0
58,8,0,0,0,0
32,20,0,0,1,0
25,35,1,0,0,0
46,23,0,0,1,0
62,12,0,0,0,0
50,23,0,1,0,0
36,40,0,0,1,0
50,100,0,0,0,0
32,40,0,1,1,0
42,30,0,0,0,0
33,15,0,0,0,1
29,50,0,0,0,0
36,25,0,0,0,0
58,18,0,0,0,0
46,29,0,0,1,0
32,30,1,0,0,0
28,40,1,0,0,0
32,37,0,0,1,1
41,30,1,0,0,0
28,28,1,1,0,0
37,40,0,0,0,1
35,125,1,1,1,0
39,30,0,0,0,0
63,21,0,0,0,1
66,20,0,0,0,1
47,35,0,0,0,0
38,23,1,0,0,0
48,27,1,0,0,0
32,25,0,0,1,0
36,70,1,0,1,0
39,8,1,1,0,0
48,35,0,0,0,0
30,20,0,0,1,0
43,12,0,0,1,1
26,28,0,0,0,0
37,45,0,1,0,0
32,20,0,0,1,0
52,17,0,0,0,0
43,25,1,0,0,0
26,19,1,0,0,0
29,15,1,0,0,1
21,31,0,0,0,0
43,20,0,0,1,1
23,12,0,0,0,0
27,24,0,0,0,0
31,27,0,1,1,0
40,20,0,1,1,0
34,26,0,0,0,0
28,26,0,0,0,0
41,90,0,0,1,0
26,27,0,0,0,0
61,10,0,0,0,0
45,120,0,1,1,0
34,20,1,0,1,0
26,20,0,0,0,0
33,20,0,0,1,0
36,70,1,1,0,0
48,28,0,0,0,0
25,30,0,0,0,0
39,60,0,0,0,0
54,16,1,0,0,0
38,25,0,0,0,0
46,35,0,0,0,1
55,16,0,0,0,0
32,28,0,0,0,1
49,35,0,0,0,0
51,17,0,0,0,0
22,25,0,0,0,0
31,45,0,1,0,0
22,17,0,0,0,0
33,70,0,0,1,0
63,9,0,0,0,0
30,50,0,0,1,0
46,30,1,0,1,0
52,25,0,0,0,0
33,15,0,0,0,1
40,25,0,0,0,0
23,35,0,0,0,0
39,13,0,0,0,0
34,80,0,0,1,0
31,36,1,0,0,0
58,10,0,0,0,0
29,25,0,0,1,1
32,27,0,0,1,0
29,15,1,0,1,0
42,28,1,0,1,0
31,42,1,1,1,0
39,25,0,0,0,0
53,25,0,0,1,0
58,8,1,0,1,1
30,34,0,1,0,0
32,25,0,0,1,0
57,11,0,0,0,0
52,40,0,0,1,1
25,120,1,1,1,0
29,50,0,0,1,0
42,60,1,0,1,0
51,50,1,1,1,0
46,60,0,0,0,0
21,5,0,0,0,1
39,300,0,0,1,0
28,45,0,0,1,1
63,20,0,0,0,0
28,100,1,0,1,0
48,100,1,0,0,0
22,35,0,0,0,1
33,60,0,0,0,0
30,60,1,1,1,0
24,50,0,0,1,0
23,10,0,0,0,0
49,23,0,0,0,0
38,30,0,0,0,1
54,15,0,0,0,0
57,10,1,0,0,0
28,50,1,0,1,0
31,16,0,0,0,0
46,37,0,0,0,0
23,15,0,0,0,0
31,45,1,0,0,1
31,15,0,1,0,0
31,20,0,0,0,0
42,30,0,0,0,0
23,25,0,0,0,0
37,30,0,0,1,0
32,15,1,1,0,0
50,25,1,0,0,0
32,60,0,0,1,0
23,30,1,0,1,0
23,40,1,0,1,0
27,30,1,0,0,0
27,22,0,0,0,0
44,30,0,0,0,0
37,20,0,0,0,0
36,10,0,0,0,0
25,17,0,0,0,1
33,40,0,0,1,0
38,25,0,0,0,1
33,30,1,0,0,0
25,15,0,0,0,0
31,13,0,0,0,0
34,10,0,0,0,0
31,70,1,0,1,0
45,26,0,0,0,0
26,17,0,0,0,0
38,100,0,0,1,0
28,25,1,0,1,1
43,40,0,0,1,1
34,30,1,0,1,0
47,80,0,0,1,0
57,25,0,1,0,0
55,50,0,0,0,0
29,15,0,0,0,0
30,30,0,0,0,1
24,35,1,0,1,0
33,15,1,0,1,0
30,15,0,0,0,0
23,18,0,0,0,0
41,50,0,0,1,0
25,30,0,0,1,0
23,15,0,0,0,0
25,15,0,0,0,1
40,15,0,0,0,0
28,25,1,0,1,1
54,15,0,0,1,0
37,35,0,0,1,0
30,27,1,0,0,0
55,16,0,0,1,0
34,15,1,0,0,0
26,40,1,0,1,0
54,80,0,1,0,0
41,25,1,0,1,0
44,25,0,0,0,1
35,116,1,0,0,0
37,13,0,0,0,0
38,15,1,0,0,0
53,27,1,0,0,0
52,25,0,1,0,0
34,25,0,0,0,0
44,30,0,0,0,0
55,20,0,0,1,0
34,12,1,0,0,0
59,70,0,0,0,0
26,20,0,0,1,0
23,35,0,0,0,0
51,13,1,0,0,0
30,25,1,0,1,0
37,20,0,0,0,0
51,50,0,0,0,0
59,35,1,0,0,0
42,40,0,0,0,0
40,30,0,0,0,0
34,150,0,0,1,0
41,25,1,1,1,0
35,17,0,0,0,1
40,40,1,0,0,0
